Isolate_name_long	isolate_name_short	virus	Accession	Strain	Date y-m-d	Country	State	Authors	Pub title	Host	lat	long
AUS/WA/GER-5/2016 	AUS/WA/GER-5/2016 	RHDV	MF421573.1 	GI.1c	15/07/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-28.777362	114.614623
AUS/WA/Gnowangerup/1999 	AUS/WA/Gnowangerup/1999 	RHDV	KT006733.1 	GI.1c	1/06/1999	AUS	WA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-33.935723	118.00596
AUS/WA/LES-1/2016 	AUS/WA/LES-1/2016 	RHDV	MF421700.1 	GI.1bP_GI.2	6/10/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-31.99327	116.046959
AUS/WA/MANMAN/2010	AUS/WA/MANMAN/2010	RHDV	KF494950.1 	GI.1c	1/09/2010	AUS	WA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-30.882367	117.143267
AUS/WA/MARCHA/2010	AUS/WA/MARCHA/2010	RHDV	KF494951.1 	GI.1c	1/09/2010	AUS	WA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-30.046461	116.142648
AUS/WA/MTBA-1/2016 	AUS/WA/MTBA-1/2016 	RHDV	MF421633.1 	GI.1bP_GI.2	23/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.682572	117.466415
AUS/WA/MTBA-2/2016 	AUS/WA/MTBA-2/2016 	RHDV	MF421634.1 	GI.1bP_GI.2	23/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.682572	117.466415
AUS/WA/NARRIN/2010	AUS/WA/NARRIN/2010	RHDV	KF494952.1 	GI.1c	1/11/2010	AUS	WA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-32.935712	117.169769
AUS/WA/PIC-1/2016 	AUS/WA/PIC-1/2016 	RHDV	MF421628.1 	GI.1bP_GI.2	17/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-32.028342	116.138986
AUS/WA/PIC-2/2016 	AUS/WA/PIC-2/2016 	RHDV	MF421631.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-32.028342	116.138986
AUS/WA/PTH-3/2016 	AUS/WA/PTH-3/2016 	RHDV	MF421698.1 	GI.1bP_GI.2	23/09/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-31.953	116.02295
AUS/WA/SHA-1/2016	AUS/WA/SHA-1/2016	RHDV	unpub	GI.1bP_GI.2	2/11/2016	AUS	WA	Hall et al	unpub	Wild	-34.97242	117.3262
AUS/WA/SUN-1/2017	AUS/WA/SUN-1/2017	RHDV	unpub	GI.1a	3/03/2017	AUS	WA	Hall et al	unpub	Unknown	-34.046064	116.22226
AUS/WA/WNN-1/2016 	AUS/WA/WNN-1/2016 	RHDV	MF421632.1 	GI.1bP_GI.2	22/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-31.15397	116.131921
AUS/WA/WNP-1/2016 	AUS/WA/WNP-1/2016 	RHDV	MF421635.1 	GI.1bP_GI.2	6/10/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-33.623755	115.411607
AUS/WA/WonganHills/2012 	AUS/WA/WonganHills/2012 	RHDV	KT006746.1 	GI.1c	1/06/2012	AUS	WA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-30.889973	116.723849
AUS/WA/YOR-1/2016 	AUS/WA/YOR-1/2016 	RHDV	MF421697.1 	GI.1bP_GI.2	16/08/2016	AUS	WA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-31.874934	116.786563
CZE/_/V-351_Release/1988	CZE/_/V-351_Release/1988	RHDV	KF594473.1 	GI.1c	1/03/1995	AUS	-	Elsworth et al	Increased virulence of Rabbit Haemorrhagic Disease Virus associated with genetic resistance in wild Australian rabbits (Oryctolagus cuniculus)	Wild	-34.496477	137.35766
PRT/_/CBAlgarve14-4/2014	PRT/_/CBAlgarve14-4/2014	RHDV	KM115716.2	GI.1bP_GI.2	31/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.180991	-8.173896
PRT/_/CBAlgarve14-1/2014	PRT/_/CBAlgarve14-1/2014	RHDV	KM115714.2	GI.1bP_GI.2	31/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.180991	-8.173896
PRT/_/CBAlgarve14-3/2014	PRT/_/CBAlgarve14-3/2014	RHDV	KM115715.2	GI.1bP_GI.2	31/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.180991	-8.173896
PRT/_/CBMert14-1/2014	PRT/_/CBMert14-1/2014	RHDV	KM115712.2	GI.1bP_GI.2	5/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.6557	-7.664227
PRT/_/CBMert14-2/2014	PRT/_/CBMert14-2/2014	RHDV	KM115713.2	GI.1bP_GI.2	5/01/2014	PRT	-	Lopes et al	Full genomic analysis of new variant rabbit hemorrhagic disease virus revealed multiple recombination events	Unknown	37.6557	-7.664227
AUS/ACT/ANU-4/2018	AUS/ACT/ANU-4/2018	RHDV	unpub	GI.4eP_GI.2	19/04/2018	AUS	ACT	Hall et al	unpub	Wild	-35.275779	149.115455
AUS/NSW/BG-25/2017	AUS/NSW/BG-25/2017	RHDV	unpub	GI.4eP_GI.2	28/10/2017	AUS	NSW	Hall et al	unpub	Hare	-34.967403	149.033856
AUS/NSW/BG-29/2017	AUS/NSW/BG-29/2017	RHDV	unpub	GI.4eP_GI.2	13/11/2017	AUS	NSW	Hall et al	unpub	Wild	-34.967403	149.033856
AUS/NSW/BG-32/2018	AUS/NSW/BG-32/2018	RHDV	unpub	GI.4eP_GI.2	5/06/2018	AUS	NSW	Hall et al	unpub	Wild	-34.967403	149.033856
AUS/ACT/BLMT-21/2018	AUS/ACT/BLMT-21/2018	RHDV	unpub	GI.4eP_GI.2	15/01/2018	AUS	ACT	Hall et al	unpub	Wild	-35.274358	149.114653
AUS/ACT/BLMT-24/2018	AUST/ACT/BLMT-24/2018	RHDV	unpub	GI.4eP_GI.2	14/05/2018	AUS	ACT	Hall et al	unpub	Wild	-35.275059	149.113244
AUS/ACT/BLMT-27/2018	AUS/ACT/BLMT-27/2018	RHDV	unpub	GI.4eP_GI.2	4/06/2018	AUS	ACT	Hall et al	unpub	Wild	-35.274604	149.113728
AUS/NSW/CAD-1/2017	AUS/NSW/CAD-1/2017	RHDV	unpub	GI.4eP_GI.2	28/04/2017	AUS	NSW	Hall et al	unpub	Domestic	-34.05467	150.695768
AUS/WA/CDU-1/2017	AUS/WA/CDU-1/2017	RHDV	unpub	GI.1a	19/12/2017	AUS	WA	Hall et al	unpub	Unknown	-33.875344	122.32578
AUS/VIC/CGW-20/2018	AUS/VIC/CGW-20/2018	RHDV	unpub	GI.1bP_GI.2	6/01/2018	AUS	VIC	Hall et al	unpub	Domestic	-37.844525	145.362119
AUS/NSW/CNB-1/2017	AUS/NSW/CNB-1/2017	RHDV	unpub	GI.1a	11/04/2017	AUS	NSW	Hall et al	unpub	Unknown	-30.37	148.28
AUS/VIC/DIG-2/2017	AUS/VIC/DIG-2/2017	RHDV	unpub	GI.4eP_GI.2	17/12/2017	AUS	VIC	Hall et al	unpub	Unknown	-36.334073	144.453907
AUS/VIC/DRY-3/2017	AUS/VIC/DRY-3/2017	RHDV	unpub	GI.1bP_GI.2	24/03/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.216368	144.513431
AUS/VIC/DRY-6/2017	AUS/VIC/DRY-6/2017	RHDV	unpub	GI.4eP_GI.2	1/05/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.213696	144.488584
AUS/NSW/EXE-7/2018	AUS/NSW/EXE-7/2018	RHDV	unpub	GI.4eP_GI.2	4/03/2018	AUS	NSW	Hall et al	unpub	Unknown	-34.6231	150.28857
AUS/VIC/GBR-7/2017	AUS/VIC/GBR-7/2017	RHDV	unpub	GI.1bP_GI.2	7/12/2017	AUS	VIC	Hall et al	unpub	Unknown	-37.024484	145.645752
AUS/ACT/GGH-1/2016	AUS/ACT/GGH-1/2016	RHDV	unpub	GI.4eP_GI.2	20/11/2016	AUS	ACT	Hall et al	unpub	Unknown	-35.198781	149.155884
AUS/ACT/GUD-302/2017	AUS/ACT/GUD-302/2017	RHDV	unpub	GI.4eP_GI.2	19/04/2017	AUS	ACT	Hall et al	unpub	Wild	-35.349084	149.162053
AUS/TAS/HCL-1/2017	AUC/TAS/HCL-1/2017	RHDV	unpub	GI.4eP_GI.2	3/08/2017	AUS	TAS	Hall et al	unpub	Domestic	-41.172743	145.822689
AUS/VIC/HZW-2/2017	AUS/VIC/HZW-2/2017	RHDV	unpub	GI.1bP_GI.2	18/08/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.295056	146.48037
AUS/WA/KGG-1/2017	AUS/WA/KGG-1/2017	RHDV	unpub	GI.1bP_GI.2	19/12/2017	AUS	WA	Hall et al	unpub	Unknown	-33.97866192	116.170656
AUS/VIC/KIL-2/2017	AUS/VIC/KIL-2/2017	RHDV	unpub	GI.4eP_GI.2	17/11/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.265651	144.872608
AUS/VIC/KIL-13/2018	AUS/VIC/KIL-13/2018	RHDV	unpub	GI.4eP_GI.2	7/01/2018	AUS	VIC	Hall et al	unpub	Domestic	-37.265651	144.872608
AUS/SA/KOM-1/2017	AUS/SA/KOM-1/2017	RHDV	unpub	GI.1bP_GI.2	1/12/2017	AUS	SA	Hall et al	unpub	Unknown	-34.215535	140.337151
AUS/VIC/KYB-1/2018	AUS/VIC/KYB-1/2018	RHDV	unpub	GI.4eP_GI.2	3/06/2018	AUS	VIC	Hall et al	unpub	Domestic	-38.009708	145.161373
AUS/VIC/KYB-10/2018	AUS/VIC/KYB-10/2018	RHDV	unpub	GI.4eP_GI.2	25/06/2018	AUS	VIC	Hall et al	unpub	Domestic	-38.009708	145.161373
AUS/VIC/KYB-11/2018	AUS/VIC/KYB-11/2018	RHDV	unpub	GI.4eP_GI.2	24/06/2018	AUS	VIC	Hall et al	unpub	Domestic	-38.009708	145.161373
AUS/SA/LMR-1/2017	AUS/SA/LMR-1/2017	RHDV	unpub	GI.1bP_GI.2	10/05/2017	AUS	SA	Hall et al	unpub	Unknown	-35.356305	140.15763
AUS/ACT/MAJ-4/2018 	AUS/ACT/MAJ-4/2018 	RHDV	unpub	GI.4eP_GI.2	11/04/2018	AUS	ACT	Hall et al	unpub	Hare	-35.22618	149.16954
AUS/NSW/MCH-5/2018	AUS/NSW/MCH-5/2018	RHDV	unpub	GI.4eP_GI.2	4/04/2018	AUS	NSW	Hall et al	unpub	Wild	-35.788028	149.153583
AUS/QLD/MMR-1/2017	AUS/QLD/MMR-1/2017	RHDV	unpub	GI.1bP_GI.2	7/12/2017	AUS	QLD	Hall et al	unpub	Unknown	-27.888547	151.267038
AUS/QLD/MTNM-1/2017	AUS/QLD/MTNM-1/2017	RHDV	unpub	GI.1bP_GI.2	1/11/2017	AUS	QLD	Hall et al	unpub	Unknown	-28.873025	151.973378
AUS/VIC/MTPL-1/2017	AUS/VIC/MTPL-1/2017	RHDV	unpub	GI.4eP_GI.2	2/11/2017	AUS	VIC	Hall et al	unpub	Domestic	-37.583035	143.854672
AUS/ACT/NIC-2/2018	AUS/ACT/NIC-2/2018	RHDV	unpub	GI.4eP_GI.2	31/03/2018	AUS	ACT	Hall et al	unpub	Wild	-35.192662	149.103813
AUS/NSW/NKB-1/2017	AUS/NSW/NKB-1/2017	RHDV	unpub	GI.1bP_GI.2	25/11/2017	AUS	NSW	Hall et al	unpub	Domestic	-33.699763	150.314372
AUS/TAS/RAN-1/2017	AUS/TAS/RAN-1/2017	RHDV	unpub	GI.4eP_GI.2	30/05/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.990925	147.037068
AUS/SA/RSP-1/2017	AUS/SA/RSP-1/2017	RHDV	unpub	GI.1bP_GI.2	11/12/2017	AUS	SA	Hall et al	unpub	Wild	-34.059287	137.55851
AUS/VIC/SEA-4/2017	AUS/VIC/SEA-4/2017	RHDV	unpub	GI.1bP_GI.2	31/07/2017	AUS	VIC	Hall et al	unpub	Unknown	-38.32298922	147.1735481
AUS/TAS/SRL-7/2017	AUS/TAS/SRL-7/2017	RHDV	unpub	GI.1bP_GI.2	3/11/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.785631	147.561303
AUS/WA/SUN-3/2017	AUS/WA/SUN-3/2017	RHDV	unpub	GI.1a	1/05/2017	AUS	WA	Hall et al	unpub	Wild	-34.046064	116.22226
AUS/VIC/TIM-4/2017	AUS/VIC/TIM-4/2017	RHDV	unpub	GI.4eP_GI.2	3/03/2017	AUS	VIC	Hall et al	unpub	Domestic	-38.456353	142.959124
AUS/ACT/WES-3/2018	AUS/ACT/WES-3/2018	RHDV	unpub	GI.4eP_GI.2	1/05/2018	AUS	ACT	Hall et al	unpub	Wild	-35.29944	149.070009
AUS/QLD/WLM-1/2017	AUS/QLD/WLM-1/2017	RHDV	unpub	GI.1a	28/03/2017	AUS	QLD	Hall et al	unpub	Wild	-27.461481	151.914665
AUS/QLD/WWK-8/2017	AUS/QLD/WWK-8/2017	RHDV	unpub	GI.1bP_GI.2	22/11/2017	AUS	QLD	Hall et al	unpub	Unknown	-27.428984	151.731115
AUS/SA/WKA-1/2018	AUS/SA/WKA-1/2018	RHDV	unpub	GI.4eP_GI.2	3/07/2018	AUS	SA	Hall et al	unpub	Wild	-36.45828	140.35939
AUS/TAS/HOB-4/2017	AUS/TAS/HOB-4/2017	RHDV	unpub	GI.1bP_GI.2	13/08/2017	AUS	TAS	Hall et al	unpub	Domestic	-42.850492	147.37652
